,tconst,primaryTitle,startYear,ordering,nconst,characters,primaryName,birthYear
60696,tt0046403,Tarantella napoletana,1954,1.0,nm0082825,"[""Troupe Member""]",Clara Bindi,1927
60703,tt0046403,Tarantella napoletana,1954,9.0,nm0294306,"[""Troupe Member""]",Mario Frera,1924
60739,tt0046728,Athena,1954,4.0,nm0453025,"[""Aphrodite Mulvain""]",Nancy Kilgas,1930
60740,tt0046729,The Atomic Kid,1954,3.0,nm0222986,"[""Audrey Nelson""]",Elaine Devry,1930
60741,tt0221231,Heart to Heart.com,1999,3.0,nm0222986,"[""Aimee""]",Elaine Devry,1930
60764,tt0046834,Casanova's Big Night,1954,3.0,nm0198241,"[""Donna Elena Di Gambetta""]",Audrey Dalton,1934
60775,tt0046966,El fantasma de la casa roja,1956,1.0,nm0013672,"[""Mercedes Benz de Carrera""]",Alma Rosa Aguirre,1929
60790,tt0046995,Francis Joins the WACS,1954,4.0,nm0886638,"[""Cpl. Bunky Hilstrom""]",Mamie Van Doren,1931
60791,tt0047804,Ain't Misbehavin',1955,4.0,nm0886638,"[""Jackie""]",Mamie Van Doren,1931
60792,tt0052278,Teacher's Pet,1958,4.0,nm0886638,"[""Peggy DeFore""]",Mamie Van Doren,1931
60793,tt0054298,Sex Kittens Go to College,1960,1.0,nm0886638,"[""Dr. Mathilda West - aka Tassels Monclair""]",Mamie Van Doren,1931
60794,tt0055328,The Private Lives of Adam and Eve,1960,2.0,nm0886638,"[""Evie Simms"",""Eve""]",Mamie Van Doren,1931
60795,tt0057808,3 Nuts in Search of a Bolt,1964,1.0,nm0886638,"[""Saxie Symbol""]",Mamie Van Doren,1931
60796,tt0060618,Las Vegas Hillbillys,1966,3.0,nm0886638,"[""Boots Malone""]",Mamie Van Doren,1931
60797,tt0067115,The Arizona Kid,1970,2.0,nm0886638,"[""Sharon Miller""]",Mamie Van Doren,1931
60801,tt0046998,French Cancan,1955,2.0,nm0036734,"[""Nini""]",Françoise Arnoul,1931
60947,tt0047349,Phffft,1954,4.0,nm0001571,"[""Janis""]",Kim Novak,1933
60948,tt0051406,Bell Book and Candle,1958,2.0,nm0001571,"[""Gillian Holroyd""]",Kim Novak,1933
60949,tt0055809,Boys' Night Out,1962,1.0,nm0001571,"[""Cathy""]",Kim Novak,1933
60950,tt0056289,The Notorious Landlady,1962,1.0,nm0001571,"[""Mrs. Carlyle 'Carly' Hardwicke""]",Kim Novak,1933
60951,tt0058265,"Kiss Me, Stupid",1964,2.0,nm0001571,"[""Polly the Pistol""]",Kim Novak,1933
60952,tt0064391,The Great Bank Robbery,1969,2.0,nm0001571,"[""Sister Lyda Kebanov - Forger""]",Kim Novak,1933
60985,tt0047461,Scuola elementare,1955,3.0,nm0099812,"[""Laura Bramati""]",Lise Bourdin,1925
60996,tt0047472,Seven Brides for Seven Brothers,1954,4.0,nm0848560,"[""Gideon""]",Russ Tamblyn,1934
60997,tt0071149,"Win, Place or Steal",1974,2.0,nm0848560,"[""Raymond""]",Russ Tamblyn,1934
60998,tt0084099,Human Highway,1982,2.0,nm0848560,"[""Fred Kelly""]",Russ Tamblyn,1934
60999,tt0125841,Little Miss Magic,1998,1.0,nm0848560,"[""Brenden Moran""]",Russ Tamblyn,1934
61042,tt0047840,Artists and Models,1955,3.0,nm0000511,"[""Bessie Sparrowbrush""]",Shirley MacLaine,1934
61043,tt0048750,The Trouble with Harry,1955,2.0,nm0000511,"[""Jennifer Rogers""]",Shirley MacLaine,1934
61044,tt0048960,Around the World in 80 Days,1956,3.0,nm0000511,"[""Princess Aouda""]",Shirley MacLaine,1934
61045,tt0051913,The Matchmaker,1958,3.0,nm0000511,"[""Irene Molloy""]",Shirley MacLaine,1934
61046,tt0052583,Ask Any Girl,1959,2.0,nm0000511,"[""Meg Wheeler""]",Shirley MacLaine,1934
61047,tt0053604,The Apartment,1960,2.0,nm0000511,"[""Fran Kubelik""]",Shirley MacLaine,1934
61048,tt0053690,Can-Can,1960,2.0,nm0000511,"[""Simone Pistache""]",Shirley MacLaine,1934
61049,tt0054615,All in a Night's Work,1961,2.0,nm0000511,"[""Katie Robbins""]",Shirley MacLaine,1934
61050,tt0056267,My Geisha,1962,1.0,nm0000511,"[""Lucy Dell"",""Yoko Mori""]",Shirley MacLaine,1934
61051,tt0057187,Irma la Douce,1963,2.0,nm0000511,"[""Irma La Douce""]",Shirley MacLaine,1934
61052,tt0058743,What a Way to Go!,1964,1.0,nm0000511,"[""Louisa May Foster""]",Shirley MacLaine,1934
61053,tt0059336,"John Goldfarb, Please Come Home!",1965,1.0,nm0000511,"[""Jenny Ericson""]",Shirley MacLaine,1934
61054,tt0060445,Gambit,1966,1.0,nm0000511,"[""Nicole""]",Shirley MacLaine,1934
61055,tt0065054,Sweet Charity,1969,1.0,nm0000511,"[""Charity""]",Shirley MacLaine,1934
61056,tt0078841,Being There,1979,2.0,nm0000511,"[""Eve Rand""]",Shirley MacLaine,1934
61057,tt0080515,A Change of Seasons,1980,1.0,nm0000511,"[""Karyn Evans""]",Shirley MacLaine,1934
61058,tt0081080,Loving Couples,1980,1.0,nm0000511,"[""Dr. Evelyn Lucas Kirby""]",Shirley MacLaine,1934
61059,tt0086425,Terms of Endearment,1983,1.0,nm0000511,"[""Aurora Greenway""]",Shirley MacLaine,1934
61060,tt0109951,Guarding Tess,1994,1.0,nm0000511,"[""Tess Carlisle""]",Shirley MacLaine,1934
61061,tt0123003,Bruno,2000,2.0,nm0000511,"[""Helen""]",Shirley MacLaine,1934
61062,tt0289889,Carolina,2003,2.0,nm0000511,"[""Grandma Mirabeau""]",Shirley MacLaine,1934
61063,tt0374536,Bewitched,2005,3.0,nm0000511,"[""Iris Smythson"",""Endora""]",Shirley MacLaine,1934
61064,tt0388125,In Her Shoes,2005,3.0,nm0000511,"[""Ella Hirsh""]",Shirley MacLaine,1934
61065,tt0398375,Rumor Has It...,2005,3.0,nm0000511,"[""Katharine Richelieu""]",Shirley MacLaine,1934
61066,tt1655461,Wild Oats,2016,1.0,nm0000511,"[""Eva""]",Shirley MacLaine,1934
61067,tt1704573,Bernie,2011,2.0,nm0000511,"[""Marjorie Nugent""]",Shirley MacLaine,1934
61068,tt2113659,Elsa & Fred,2014,1.0,nm0000511,"[""Elsa""]",Shirley MacLaine,1934
61069,tt5023260,The Last Word,2017,1.0,nm0000511,"[""Harriet""]",Shirley MacLaine,1934
61072,tt0047899,Bring Your Smile Along,1955,3.0,nm0869927,"[""Nancy Willows""]",Constance Towers,1933
61073,tt0047899,Bring Your Smile Along,1955,4.0,nm0549237,"[""Marge Stevenson""]",Lucy Marlow,1932
61074,tt0049294,He Laughed Last,1956,2.0,nm0549237,"[""Rosemary 'Rosie' Lebeau""]",Lucy Marlow,1932
61098,tt0048092,Francis in the Navy,1955,3.0,nm0258757,"[""Murph""]",Richard Erdman,1925
61099,tt0069825,The Brothers O'Toole,1973,4.0,nm0258757,"[""Judge Quincey P. Trumbell""]",Richard Erdman,1925
61100,tt0090184,Tomboy,1985,4.0,nm0258757,"[""Chester""]",Richard Erdman,1925
61155,tt0048290,Lay That Rifle Down,1955,3.0,nm0418773,"[""Betty Greeb""]",Jil Jarmyn,1926
61178,tt0048383,La moglie è uguale per tutti,1955,4.0,nm0007162,"[""Giulietta""]",Hélène Rémy,1932
61230,tt0048534,Le ragazze di San Frediano,1955,3.0,nm0707728,"[""Mafalda Panini""]",Giovanna Ralli,1935
61231,tt0050716,Il momento più bello,1957,2.0,nm0707728,"[""Luisa Morelli""]",Giovanna Ralli,1935
61232,tt0051485,"Come te movi, te fulmino!",1958,2.0,nm0707728,"[""Giovanna - la figlia dell'oste""]",Giovanna Ralli,1935
61233,tt0060209,The Caper of the Golden Bulls,1967,3.0,nm0707728,"[""Angela""]",Giovanna Ralli,1935
61234,tt0061176,"What Did You Do in the War, Daddy?",1966,4.0,nm0707728,"[""Gina Romano""]",Giovanna Ralli,1935
61235,tt0198896,Pastasciutta nel deserto,1961,4.0,nm0707728,"[""Angela""]",Giovanna Ralli,1935
61254,tt0048563,The Rose Tattoo,1955,3.0,nm0667542,"[""Rosa Delle Rose""]",Marisa Pavan,1932
61255,tt0048563,The Rose Tattoo,1955,4.0,nm0177879,"[""Seaman Jack Hunter""]",Ben Cooper,1933
61256,tt0053705,Chartroose Caboose,1960,2.0,nm0177879,"[""Dub Dawson""]",Ben Cooper,1933
61300,tt0062008,Mundo depravados,1967,1.0,nm0832626,"[""Tango, the Dancer""]",Tempest Storm,1928
61329,tt0048802,Wenn der Vater mit dem Sohne,1955,3.0,nm0352020,"[""Gerti""]",Waltraut Haas,1927
61375,tt0049038,Bus Stop,1956,2.0,nm0614916,"[""Beauregard 'Bo' Decker""]",Don Murray,1929
61376,tt0067180,"Happy Birthday, Wanda June",1971,4.0,nm0614916,"[""Herb Shuttle""]",Don Murray,1929
61377,tt0247311,Elvis Is Alive,2001,3.0,nm0614916,\N,Don Murray,1929
61414,tt0049096,The Court Jester,1955,2.0,nm0424318,"[""Maid Jean""]",Glynis Johns,1923
61415,tt0057400,Papa's Delicate Condition,1963,2.0,nm0424318,"[""Amberlyn Griffith""]",Glynis Johns,1923
61416,tt0058331,Mary Poppins,1964,4.0,nm0424318,"[""Mrs. Winnifred Banks""]",Glynis Johns,1923
61417,tt0059094,Dear Brigitte,1965,3.0,nm0424318,"[""Vina Leaf""]",Glynis Johns,1923
61418,tt0062901,Don't Just Stand There,1968,3.0,nm0424318,"[""Sabine Manning""]",Glynis Johns,1923
61479,tt0049212,The First Traveling Saleslady,1956,3.0,nm0151919,"[""Molly Wade""]",Carol Channing,1921
61480,tt0062362,Thoroughly Modern Millie,1967,4.0,nm0151919,"[""Muzzy Van Hossmere""]",Carol Channing,1921
61481,tt0063612,Skidoo,1968,2.0,nm0151919,"[""Flo""]",Carol Channing,1921
61482,tt0067749,Shinbone Alley,1970,1.0,nm0151919,"[""Mehitabel""]",Carol Channing,1921
61537,tt0049269,The Go-Getter,1956,1.0,nm0567264,"[""Henry R. 'Hank' McCune""]",Hank McCune,1917
61558,tt0049282,Guendalina,1957,1.0,nm0765930,"[""Guendalina Redaelli""]",Jacqueline Sassard,1940
61588,tt0049443,The Lieutenant Wore Skirts,1956,3.0,nm0001549,"[""Sandra Roberts""]",Rita Moreno,1931
61589,tt0064827,Popi,1969,2.0,nm0001549,"[""Lupe""]",Rita Moreno,1931
61590,tt0080837,"Happy Birthday, Gemini",1980,2.0,nm0001549,"[""Lucille Pompi""]",Rita Moreno,1931
61591,tt0225196,Blue Moon,2000,2.0,nm0001549,"[""Maggie Cavallo""]",Rita Moreno,1931
61592,tt0424804,Play It by Ear,2006,1.0,nm0001549,"[""Ruth""]",Rita Moreno,1931
61593,tt1353813,Shhh,1975,1.0,nm0001549,\N,Rita Moreno,1931
61613,tt0049544,Navy Wife,1956,3.0,nm0637803,"[""Debby Blain""]",Judy Nugent,1940
61616,tt0049578,The Opposite Sex,1956,2.0,nm0001058,"[""Crystal Allen""]",Joan Collins,1933
61617,tt0052117,"Rally 'Round the Flag, Boys!",1958,3.0,nm0001058,"[""Angela Hoffa""]",Joan Collins,1933
61618,tt0064123,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,1969,2.0,nm0001058,"[""Polyester Poontang""]",Joan Collins,1933
61619,tt0066512,Up in the Cellar,1970,2.0,nm0001058,"[""Pat Camber""]",Joan Collins,1933
61620,tt0078522,Zero to Sixty,1978,3.0,nm0001058,"[""Gloria Martine""]",Joan Collins,1933
61621,tt0084084,Homework,1982,1.0,nm0001058,"[""Diane""]",Joan Collins,1933
61646,tt0049682,Rock Around the Clock,1956,2.0,nm1323963,"[""The Platters""]",The Platters,1953
61652,tt0049683,"Rock, Pretty Baby!",1956,2.0,nm0768334,"[""Jimmy Daley""]",John Saxon,1935
61653,tt0052126,The Reluctant Debutante,1958,3.0,nm0768334,"[""David Parkson""]",John Saxon,1935
61654,tt0052258,Summer Love,1957,1.0,nm0768334,"[""Jimmy Daley""]",John Saxon,1935
61655,tt0052291,This Happy Feeling,1958,3.0,nm0768334,"[""Bill Tremaine""]",John Saxon,1935
61656,tt0062987,For Singles Only,1968,1.0,nm0768334,"[""Bret Hendley""]",John Saxon,1935
61657,tt0176005,The Party Crashers,1998,1.0,nm0768334,"[""Mr. Foster""]",John Saxon,1935
61658,tt1130090,Old Dogs,2009,1.0,nm0768334,"[""Paul""]",John Saxon,1935
61659,tt1808547,The Extra,2017,2.0,nm0768334,"[""Victor Vallient""]",John Saxon,1935
61746,tt0049830,The Teahouse of the August Moon,1956,3.0,nm0477553,"[""Lotus Blossom""]",Machiko Kyô,1924
61751,tt0049841,That Certain Feeling,1956,2.0,nm0001693,"[""Dunreath Henry""]",Eva Marie Saint,1924
61752,tt0066017,Loving,1970,2.0,nm0001693,"[""Selma Wilson""]",Eva Marie Saint,1924
61753,tt0068332,Cancel My Reservation,1972,2.0,nm0001693,"[""Sheila Bartlett""]",Eva Marie Saint,1924
61754,tt0091653,Nothing in Common,1986,3.0,nm0001693,"[""Lorraine Basner""]",Eva Marie Saint,1924
61755,tt0317132,Because of Winn-Dixie,2005,3.0,nm0001693,"[""Miss Franny""]",Eva Marie Saint,1924
61778,tt0050135,April Love,1957,1.0,nm0004769,"[""Nick Conover""]",Pat Boone,1934
61779,tt0050184,Bernardine,1957,1.0,nm0004769,"[""Arthur 'Beau' Beaumont""]",Pat Boone,1934
61780,tt0054613,All Hands on Deck,1961,1.0,nm0004769,"[""Lt. Victor 'Vic' Donald""]",Pat Boone,1934
61781,tt0058154,Goodbye Charlie,1964,3.0,nm0004769,"[""Bruce Minton III""]",Pat Boone,1934
61782,tt0062117,The Perils of Pauline,1967,1.0,nm0004769,"[""George Stedman""]",Pat Boone,1934
61783,tt0050135,April Love,1957,2.0,nm0429250,"[""Liz Templeton""]",Shirley Jones,1934
61784,tt0053109,Never Steal Anything Small,1959,2.0,nm0429250,"[""Linda Cabot""]",Shirley Jones,1934
61785,tt0056262,The Music Man,1962,2.0,nm0429250,"[""Marian Paroo""]",Shirley Jones,1934
61786,tt0056956,The Courtship of Eddie's Father,1963,3.0,nm0429250,"[""Elizabeth Marten""]",Shirley Jones,1934
61787,tt0057583,A Ticklish Affair,1963,1.0,nm0429250,"[""Amy Martin""]",Shirley Jones,1934
61788,tt0057878,Bedtime Story,1964,3.0,nm0429250,"[""Janet Walker""]",Shirley Jones,1934
61789,tt0059188,Fluffy,1965,2.0,nm0429250,"[""Janice Claridge""]",Shirley Jones,1934
61790,tt0065542,The Cheyenne Social Club,1970,3.0,nm0429250,"[""Jenny""]",Shirley Jones,1934
61791,tt0088224,Tank,1984,2.0,nm0429250,"[""LaDonna""]",Shirley Jones,1934
61792,tt0141121,Gideon,1998,4.0,nm0429250,"[""Elly Morton""]",Shirley Jones,1934
61793,tt0228720,Ping!,2000,3.0,nm0429250,"[""Ethel Jeffries""]",Shirley Jones,1934
61794,tt0248169,Manna from Heaven,2002,1.0,nm0429250,"[""Bunny""]",Shirley Jones,1934
61795,tt0250944,The Adventures of Cinderella's Daughter,2000,3.0,nm0429250,"[""Fairy Godmother""]",Shirley Jones,1934
61796,tt0456554,Grandma's Boy,2006,3.0,nm0429250,"[""Grace""]",Shirley Jones,1934
61797,tt2014168,A Strange Brand of Happy,2013,3.0,nm0429250,"[""Mildred""]",Shirley Jones,1934
61801,tt0050232,Casino de Paris,1957,2.0,nm0006386,"[""Catherine Miller""]",Caterina Valente,1931
61839,tt0050327,Don't Go Near the Water,1957,3.0,nm0391096,"[""Adam Garrett""]",Earl Holliman,1928
61840,tt0054446,Visit to a Small Planet,1960,3.0,nm0391096,"[""Conrad""]",Earl Holliman,1928
61875,tt0050438,The Girl Most Likely,1958,4.0,nm0050639,"[""Marge""]",Kaye Ballard,1925
61876,tt0091748,The Perils of P.K.,1986,2.0,nm0050639,\N,Kaye Ballard,1925
61877,tt0109179,Ava's Magical Adventure,1994,2.0,nm0050639,"[""Leona the Sheriff""]",Kaye Ballard,1925
61878,tt0159037,The Modern Adventures of Tom Sawyer,1998,3.0,nm0050639,"[""Mrs. Grumpy Old Man""]",Kaye Ballard,1925
61882,tt0050483,The Happy Road,1957,4.0,nm0163710,"[""Danny Andrews""]",Bobby Clark,1944
61906,tt0050545,Invasion of the Saucer Men,1957,1.0,nm0855829,"[""Johnny Carter""]",Steven Terrell,1929
61920,tt0050546,The Invisible Boy,1957,1.0,nm0264134,"[""Timmie Merrinoe""]",Richard Eyer,1945
61956,tt0050631,Les Girls,1957,4.0,nm0253359,"[""Angèle Ducros""]",Taina Elg,1930
61957,tt0051767,Imitation General,1958,3.0,nm0253359,"[""Simone""]",Taina Elg,1930
61989,tt0050721,Monpti,1957,3.0,nm0485453,"[""Nadine""]",Mara Lane,1930
62020,tt0050805,Operation Mad Ball,1957,3.0,nm0335497,"[""Lt. Betty Bixby""]",Kathryn Grant,1933
62067,tt0051050,Taming Sutton's Gal,1957,4.0,nm0943986,"[""Evelyn Phelps""]",May Wynn,1928
62087,tt0051066,Ten Thousand Bedrooms,1957,2.0,nm0016402,"[""Nina Martelli""]",Anna Maria Alberghetti,1936
62107,tt0051236,"À pied, à cheval et en voiture",1957,3.0,nm0896325,"[""Paul de Grandlieu""]",Gil Vidal,1931
62135,tt0051410,The Big Beat,1958,1.0,nm0721999,"[""John Randall""]",William Reynolds,1931
62136,tt0051410,The Big Beat,1958,2.0,nm0551907,"[""Nikki Collins""]",Andra Martin,1935
62137,tt0051839,The Lady Takes a Flyer,1958,4.0,nm0551907,"[""Nikki Taylor""]",Andra Martin,1935
62169,tt0051658,Gigi,1958,1.0,nm0001989,"[""Gigi""]",Leslie Caron,1931
62170,tt0053043,The Man Who Understood Women,1959,1.0,nm0001989,"[""Ann Garantier""]",Leslie Caron,1931
62171,tt0058092,Father Goose,1964,2.0,nm0001989,"[""Catherine""]",Leslie Caron,1931
62172,tt0059868,A Very Special Favor,1965,2.0,nm0001989,"[""Dr. Lauren Boullard""]",Leslie Caron,1931
62173,tt0063406,Il padre di famiglia,1967,2.0,nm0001989,"[""Paola, Marco's wife""]",Leslie Caron,1931
62174,tt0106998,The Genius,1993,4.0,nm0001989,\N,Leslie Caron,1931
62178,tt0051666,God's Little Acre,1958,2.0,nm0001481,"[""Griselda Walden, Ty Ty's Daughter-in-Law""]",Tina Louise,1934
62179,tt0058110,For Those Who Think Young,1964,4.0,nm0001481,"[""Topaz McQueen""]",Tina Louise,1934
62186,tt0051669,Going Steady,1958,2.0,nm0715277,"[""Calvin Potter""]",Alan Reed Jr.,1936
62193,tt0051712,Helden,1958,2.0,nm0003813,"[""Raina Petkoff""]",Liselotte Pulver,1929
62194,tt0051712,Helden,1958,3.0,nm0777951,"[""Louka""]",Ellen Schwiers,1930
62200,tt0051721,The High Cost of Loving,1958,2.0,nm0001687,"[""Ginny Fry""]",Gena Rowlands,1930
62201,tt0067433,Minnie and Moskowitz,1971,1.0,nm0001687,"[""Minnie Moore""]",Gena Rowlands,1930
62202,tt0084776,Tempest,1982,2.0,nm0001687,"[""Antonia""]",Gena Rowlands,1930
62203,tt0125454,Paulie,1998,1.0,nm0001687,"[""Ivy""]",Gena Rowlands,1930
62204,tt0051721,The High Cost of Loving,1958,3.0,nm0318100,"[""Syd Heyward""]",Joanne Gilbert,1932
62207,tt0051745,Houseboat,1958,2.0,nm0000047,"[""Cinzia Zaccardi""]",Sophia Loren,1934
62208,tt0053902,Heller in Pink Tights,1960,1.0,nm0000047,"[""Angela Rossini""]",Sophia Loren,1934
62209,tt0053957,It Started in Naples,1960,2.0,nm0000047,"[""Lucia Curcio""]",Sophia Loren,1934
62210,tt0073590,La pupa del gangster,1975,1.0,nm0000047,"[""Pupa""]",Sophia Loren,1934
62231,tt0051813,Kathy O',1958,3.0,nm0566478,"[""Kathy O'Rourke""]",Patty McCormack,1945
62232,tt0053571,The Adventures of Huckleberry Finn,1960,4.0,nm0566478,"[""Joanna Wilkes""]",Patty McCormack,1945
62233,tt0096039,Saturday the 14th Strikes Back,1988,3.0,nm0566478,"[""Kate Baxter""]",Patty McCormack,1945
62242,tt0051845,The Last Hurrah,1958,3.0,nm0287769,"[""Maeve Caulfield""]",Dianne Foster,1928
62251,tt0051847,Law and Disorder,1958,4.0,nm0783288,"[""Gina Laselle""]",Elizabeth Sellars,1921
62285,tt0051956,Gli zitelloni,1958,3.0,nm0302102,"[""Gina""]",María Luz Galicia,1940
62332,tt0052030,Onionhead,1958,2.0,nm0268012,"[""Stella Papparonis""]",Felicia Farr,1932
62333,tt0058265,"Kiss Me, Stupid",1964,4.0,nm0268012,"[""Zelda""]",Felicia Farr,1932
62334,tt0067314,Kotch,1971,3.0,nm0268012,"[""Wilma Kotcher""]",Felicia Farr,1932
62335,tt3692766,Loser's Crown,2014,2.0,nm0268012,"[""Mrs. Phelps""]",Felicia Farr,1932
62368,tt0052030,Onionhead,1958,4.0,nm0639542,"[""Josephine 'Jo' Hill""]",Erin O'Brien,1934
62372,tt0052059,The Perfect Furlough,1958,4.0,nm0188050,"[""Sandra Roca - the Argentine Bombshell""]",Linda Cristal,1934
62373,tt0077872,Love and the Midnight Auto Supply,1977,3.0,nm0188050,"[""Annie""]",Linda Cristal,1934
62401,tt0052117,"Rally 'Round the Flag, Boys!",1958,2.0,nm0940946,"[""Grace Bannerman""]",Joanne Woodward,1930
62402,tt0057360,A New Kind of Love,1963,2.0,nm0940946,"[""Samantha (Sam) Blake"",""Mimi""]",Joanne Woodward,1930
62403,tt0060165,A Big Hand for the Little Lady,1966,2.0,nm0940946,"[""Mary""]",Joanne Woodward,1930
62404,tt0060414,A Fine Madness,1966,2.0,nm0940946,"[""Rhoda Shillitoe""]",Joanne Woodward,1930
62405,tt0067848,They Might Be Giants,1971,2.0,nm0940946,"[""Watson""]",Joanne Woodward,1930
62421,tt0052141,Rock-a-Bye Baby,1958,3.0,nm0828328,"[""Sandra Naples""]",Connie Stevens,1938
62422,tt0057396,Palm Springs Weekend,1963,2.0,nm0828328,"[""Gayle Lewis"",""Jane Hoover""]",Connie Stevens,1938
62423,tt0059502,Never Too Late,1965,2.0,nm0828328,"[""Kate Clinton""]",Connie Stevens,1938
62424,tt0061173,Way... Way Out,1966,2.0,nm0828328,"[""Eileen Forbes""]",Connie Stevens,1938
62427,tt0052233,The Square Peg,1958,2.0,nm0000303,"[""Lesley Cartland""]",Honor Blackman,1925
62428,tt0068022,Something Big,1971,4.0,nm0000303,"[""Mary Anna Morgan""]",Honor Blackman,1925
62464,tt0052394,The Wild Women of Wongo,1958,4.0,nm0099725,"[""Wana""]",Adrienne Bourbeau,1939
62485,tt0052400,Wir Wunderkinder,1958,1.0,nm0902560,"[""Kirsten Hansen""]",Johanna von Koczian,1933
62534,tt0052643,Born to Be Loved,1959,1.0,nm0606417,"[""Dorothy Atwater""]",Carol Morris,1936
62540,tt0052655,A Bucket of Blood,1959,1.0,nm0588241,"[""Walter Paisley""]",Dick Miller,1928
62541,tt0054033,The Little Shop of Horrors,1960,4.0,nm0588241,"[""Fouch""]",Dick Miller,1928
62544,tt0052655,A Bucket of Blood,1959,3.0,nm0136147,"[""Leonard de Santis""]",Antony Carbone,1925
62545,tt0054768,Creature from the Haunted Sea,1961,1.0,nm0136147,"[""Renzo Capetto""]",Antony Carbone,1925
62587,tt0052662,But Not for Me,1959,2.0,nm0004647,"[""Ellie Brown"",""Borden""]",Carroll Baker,1931
62588,tt0075679,Bad,1977,4.0,nm0004647,"[""Hazel Aiken""]",Carroll Baker,1931
62610,tt0052706,Count Your Blessings,1959,4.0,nm0827101,"[""Sigismond""]",Martin Stephens,1949
62617,tt0052837,The Gazebo,1959,3.0,nm0005348,"[""Harlow Edison""]",Carl Reiner,1922
62618,tt0052878,Happy Anniversary,1959,3.0,nm0005348,"[""Bud""]",Carl Reiner,1922
62619,tt0054923,Gidget Goes Hawaiian,1961,4.0,nm0005348,"[""Russ Lawrence""]",Carl Reiner,1922
62624,tt0064365,Generation,1969,4.0,nm0005348,"[""Stan Herman""]",Carl Reiner,1922
62626,tt0069663,Ten from Your Show of Shows,1973,3.0,nm0005348,\N,Carl Reiner,1922
62630,tt0083798,Dead Men Don't Wear Plaid,1982,4.0,nm0005348,"[""Field Marshall VonKluck""]",Carl Reiner,1922
62641,tt0052844,Ghost of Dragstrip Hollow,1959,1.0,nm0265418,"[""Lois Cavendish""]",Jody Fair,1934
62651,tt0052847,Gidget,1959,2.0,nm0201626,"[""Jeffrey Matthews aka Moondoggie""]",James Darren,1936
62652,tt0054923,Gidget Goes Hawaiian,1961,1.0,nm0201626,"[""Moondoggie (Jeffrey Matthews)""]",James Darren,1936
62653,tt0057100,Gidget Goes to Rome,1963,1.0,nm0201626,"[""Moondoggie (Jeff Matthews)""]",James Darren,1936
62654,tt0058110,For Those Who Think Young,1964,1.0,nm0201626,"[""Gardner 'Ding' Pruitt III""]",James Darren,1936
62655,tt0154587,"Hey There, It's Yogi Bear",1964,4.0,nm0201626,"[""Yogi Bear ('Ven-e, Ven-o, Ven-a')""]",James Darren,1936
62656,tt5434898,That's Life,1979,2.0,nm0201626,\N,James Darren,1936
62705,tt0052897,Holiday for Lovers,1959,3.0,nm0001762,"[""Meg Dean""]",Jill St. John,1940
62706,tt0053214,The Remarkable Mr. Pennypacker,1959,4.0,nm0001762,"[""Kate Pennypacker""]",Jill St. John,1940
62707,tt0057682,Who's Been Sleeping in My Bed?,1963,4.0,nm0001762,"[""Toby Tobler""]",Jill St. John,1940
62708,tt0057683,Who's Minding the Store?,1963,2.0,nm0001762,"[""Barbara Tuttle""]",Jill St. John,1940
62709,tt0058204,Honeymoon Hotel,1964,4.0,nm0001762,"[""Sherry Nugent""]",Jill St. John,1940
62710,tt0052897,Holiday for Lovers,1959,4.0,nm0528595,"[""Betsy Dean""]",Carol Lynley,1942
62711,tt0052906,Hound-Dog Man,1959,3.0,nm0528595,"[""Dony Wallace""]",Carol Lynley,1942
62712,tt0057622,Under the Yum Yum Tree,1963,2.0,nm0528595,"[""Robin Austin""]",Carol Lynley,1942
